교차로,접근로,이동류,시,혼잡률,평균교통량,표본,임계값
동막교사거리,동막교삼거리 방면,직진,19,2.86,1079.9,385,35
동막교사거리,동막교삼거리 방면,직진,20,0.0,841.4,384,35
동막교사거리,동막교삼거리 방면,직진,21,0.26,699.7,386,35
동막교사거리,동막교삼거리 방면,직진,22,0.26,684.1,382,35
동막교사거리,동막교삼거리 방면,직진,23,0.26,384.6,383,35
동막교사거리,오리공원 방면,우회전,0,0.0,17.1,254,35
동막교사거리,오리공원 방면,우회전,1,0.0,14.0,183,35
동막교사거리,오리공원 방면,우회전,2,0.0,12.8,88,35
동막교사거리,오리공원 방면,우회전,3,0.0,12.0,81,35
동막교사거리,오리공원 방면,우회전,4,0.38,16.9,261,35
동막교사거리,오리공원 방면,우회전,5,0.0,34.6,357,35
동막교사거리,오리공원 방면,우회전,6,0.0,91.0,375,35
동막교사거리,오리공원 방면,우회전,7,0.52,257.0,387,35
동막교사거리,오리공원 방면,우회전,8,0.78,264.3,387,35
동막교사거리,오리공원 방면,우회전,9,0.0,197.1,385,35
동막교사거리,오리공원 방면,우회전,10,0.0,138.5,384,35
동막교사거리,오리공원 방면,우회전,11,0.0,110.5,382,35
동막교사거리,오리공원 방면,우회전,12,0.0,102.5,381,35
동막교사거리,오리공원 방면,우회전,13,0.0,114.5,378,35
동막교사거리,오리공원 방면,우회전,14,0.0,119.3,381,35
동막교사거리,오리공원 방면,우회전,15,0.0,126.3,380,35
동막교사거리,오리공원 방면,우회전,16,0.0,134.0,382,35
동막교사거리,오리공원 방면,우회전,17,0.26,142.0,383,35
동막교사거리,오리공원 방면,우회전,18,0.0,130.2,382,35
동막교사거리,오리공원 방면,우회전,19,0.0,77.1,381,35
동막교사거리,오리공원 방면,우회전,20,1.06,49.1,379,35
동막교사거리,오리공원 방면,우회전,21,1.06,56.4,378,35
동막교사거리,오리공원 방면,우회전,22,0.53,34.3,374,35
동막교사거리,오리공원 방면,우회전,23,0.0,24.6,349,35
동막교사거리,오리공원 방면,좌회전,8,0.0,10.3,3,35
동막교사거리,오리공원 방면,좌회전,9,0.0,11.4,8,35
동막교사거리,오리공원 방면,좌회전,10,0.0,11.7,7,35
동막교사거리,오리공원 방면,좌회전,11,0.0,11.0,8,35
동막교사거리,오리공원 방면,좌회전,12,0.0,10.3,13,35
동막교사거리,오리공원 방면,좌회전,13,0.0,10.5,14,35
동막교사거리,오리공원 방면,좌회전,14,0.0,10.6,12,35
동막교사거리,오리공원 방면,좌회전,15,0.0,12.3,16,35
동막교사거리,오리공원 방면,좌회전,16,0.0,11.4,12,35
동막교사거리,오리공원 방면,좌회전,17,0.0,10.9,14,35
동막교사거리,오리공원 방면,좌회전,18,0.0,12.7,56,35
동막교사거리,오리공원 방면,좌회전,19,0.0,11.3,3,35
동막교사거리,오리공원 방면,좌회전,20,0.0,10.5,2,35
동막교사거리,오리공원 방면,직진,0,0.0,14.4,177,35
동막교사거리,오리공원 방면,직진,1,0.0,11.5,52,35
동막교사거리,오리공원 방면,직진,2,0.0,11.0,38,35
동막교사거리,오리공원 방면,직진,3,0.0,11.9,82,35
동막교사거리,오리공원 방면,직진,4,0.36,16.7,276,35
동막교사거리,오리공원 방면,직진,5,0.0,55.7,362,35
동막교사거리,오리공원 방면,직진,6,0.0,100.9,361,35
동막교사거리,오리공원 방면,직진,7,0.0,104.4,356,35
동막교사거리,오리공원 방면,직진,8,0.0,120.2,360,35
동막교사거리,오리공원 방면,직진,9,0.0,101.2,376,35
동막교사거리,오리공원 방면,직진,10,0.0,85.6,379,35
동막교사거리,오리공원 방면,직진,11,0.0,70.8,381,35
동막교사거리,오리공원 방면,직진,12,0.0,71.9,380,35
동막교사거리,오리공원 방면,직진,13,0.0,76.0,377,35
동막교사거리,오리공원 방면,직진,14,0.0,74.7,379,35
동막교사거리,오리공원 방면,직진,15,0.0,78.9,379,35
동막교사거리,오리공원 방면,직진,16,0.0,91.4,373,35
동막교사거리,오리공원 방면,직진,17,0.0,95.9,376,35
동막교사거리,오리공원 방면,직진,18,0.26,98.6,381,35
동막교사거리,오리공원 방면,직진,19,0.0,56.3,380,35
동막교사거리,오리공원 방면,직진,20,0.0,44.0,379,35
동막교사거리,오리공원 방면,직진,21,0.0,40.2,378,35
동막교사거리,오리공원 방면,직진,22,0.0,27.0,363,35
동막교사거리,오리공원 방면,직진,23,0.0,17.6,290,35
동막교사거리,오리역 방면,우회전,0,0.0,10.7,3,35
동막교사거리,오리역 방면,우회전,6,0.0,10.5,8,35
동막교사거리,오리역 방면,우회전,7,0.0,11.4,126,35
동막교사거리,오리역 방면,우회전,8,0.0,14.2,295,35
동막교사거리,오리역 방면,우회전,9,0.0,13.2,268,35
동막교사거리,오리역 방면,우회전,10,0.0,12.8,266,35
동막교사거리,오리역 방면,우회전,11,0.0,12.5,222,35
동막교사거리,오리역 방면,우회전,12,0.47,12.7,211,35
동막교사거리,오리역 방면,우회전,13,0.0,13.6,285,35
동막교사거리,오리역 방면,우회전,14,0.0,12.9,216,35
동막교사거리,오리역 방면,우회전,15,0.0,12.2,164,35
동막교사거리,오리역 방면,우회전,16,0.0,11.6,136,35
동막교사거리,오리역 방면,우회전,17,0.0,12.2,166,35
동막교사거리,오리역 방면,우회전,18,0.39,13.5,259,35
동막교사거리,오리역 방면,우회전,19,0.48,12.6,209,35
동막교사거리,오리역 방면,우회전,20,2.33,10.8,43,35
동막교사거리,오리역 방면,우회전,21,0.0,10.8,28,35
동막교사거리,오리역 방면,우회전,22,0.0,10.8,22,35
동막교사거리,오리역 방면,우회전,23,0.0,10.8,5,35
동막교사거리,오리역 방면,좌회전,0,0.0,20.6,352,35
동막교사거리,오리역 방면,좌회전,1,0.0,16.0,292,35
동막교사거리,오리역 방면,좌회전,2,0.0,12.9,170,35
동막교사거리,오리역 방면,좌회전,3,0.0,11.7,59,35
동막교사거리,오리역 방면,좌회전,4,0.0,12.0,182,35
동막교사거리,오리역 방면,좌회전,5,0.3,15.9,338,35
동막교사거리,오리역 방면,좌회전,6,0.0,29.8,376,35
동막교사거리,오리역 방면,좌회전,7,0.0,43.2,377,35
동막교사거리,오리역 방면,좌회전,8,0.0,79.9,381,35
동막교사거리,오리역 방면,좌회전,9,0.0,82.4,382,35
동막교사거리,오리역 방면,좌회전,10,0.0,75.6,383,35
동막교사거리,오리역 방면,좌회전,11,0.0,66.7,383,35
동막교사거리,오리역 방면,좌회전,12,0.0,66.8,381,35
동막교사거리,오리역 방면,좌회전,13,0.0,73.7,378,35
동막교사거리,오리역 방면,좌회전,14,0.0,67.5,380,35
동막교사거리,오리역 방면,좌회전,15,0.0,73.9,380,35
동막교사거리,오리역 방면,좌회전,16,0.0,76.5,382,35
동막교사거리,오리역 방면,좌회전,17,0.0,85.8,383,35
동막교사거리,오리역 방면,좌회전,18,0.0,83.6,383,35
동막교사거리,오리역 방면,좌회전,19,0.0,57.8,382,35
동막교사거리,오리역 방면,좌회전,20,0.0,54.3,380,35
동막교사거리,오리역 방면,좌회전,21,0.0,45.5,381,35
동막교사거리,오리역 방면,좌회전,22,0.0,38.8,380,35
동막교사거리,오리역 방면,좌회전,23,0.0,29.1,377,35
동막교사거리,오리역 방면,직진,0,0.0,245.7,382,35
동막교사거리,오리역 방면,직진,1,0.0,187.3,382,35
동막교사거리,오리역 방면,직진,2,0.0,127.0,381,35
동막교사거리,오리역 방면,직진,3,0.0,91.9,381,35
동막교사거리,오리역 방면,직진,4,0.0,94.2,384,35
동막교사거리,오리역 방면,직진,5,0.0,215.2,385,35
동막교사거리,오리역 방면,직진,6,0.0,553.0,387,35
동막교사거리,오리역 방면,직진,7,0.26,1315.7,391,35
동막교사거리,오리역 방면,직진,8,0.77,1380.5,391,35
동막교사거리,오리역 방면,직진,9,0.0,1196.3,389,35
동막교사거리,오리역 방면,직진,10,0.0,934.1,389,35
동막교사거리,오리역 방면,직진,11,0.26,822.8,388,35
동막교사거리,오리역 방면,직진,12,0.0,791.3,385,35
동막교사거리,오리역 방면,직진,13,0.26,856.3,383,35
동막교사거리,오리역 방면,직진,14,0.0,852.6,387,35
동막교사거리,오리역 방면,직진,15,0.0,874.0,389,35
동막교사거리,오리역 방면,직진,16,0.0,922.9,389,35
동막교사거리,오리역 방면,직진,17,0.0,1012.5,388,35
동막교사거리,오리역 방면,직진,18,0.0,928.5,389,35
동막교사거리,오리역 방면,직진,19,0.0,730.9,388,35
동막교사거리,오리역 방면,직진,20,0.0,619.7,388,35
동막교사거리,오리역 방면,직진,21,0.0,612.4,389,35
동막교사거리,오리역 방면,직진,22,0.78,502.5,387,35
동막교사거리,오리역 방면,직진,23,0.52,374.8,385,35
미금역사거리,까치마을사거리 방면,우회전,0,14.55,36.0,330,35
미금역사거리,까치마을사거리 방면,우회전,1,4.62,31.7,325,35
미금역사거리,까치마을사거리 방면,우회전,2,2.34,21.9,299,35
미금역사거리,까치마을사거리 방면,우회전,3,1.63,15.4,245,35
미금역사거리,까치마을사거리 방면,우회전,4,1.79,12.8,168,35
미금역사거리,까치마을사거리 방면,우회전,5,13.51,14.7,222,35
미금역사거리,까치마을사거리 방면,우회전,6,26.35,27.3,296,35
미금역사거리,까치마을사거리 방면,우회전,7,25.65,46.2,308,35
미금역사거리,까치마을사거리 방면,우회전,8,24.11,60.4,336,35
미금역사거리,까치마을사거리 방면,우회전,9,33.14,68.7,338,35
미금역사거리,까치마을사거리 방면,우회전,10,35.67,74.4,342,35
미금역사거리,까치마을사거리 방면,우회전,11,37.72,76.3,342,35
미금역사거리,까치마을사거리 방면,우회전,12,31.55,69.9,336,35
미금역사거리,까치마을사거리 방면,우회전,13,29.88,66.4,338,35
미금역사거리,까치마을사거리 방면,우회전,14,31.66,73.5,338,35
미금역사거리,까치마을사거리 방면,우회전,15,37.31,74.5,335,35
미금역사거리,까치마을사거리 방면,우회전,16,37.85,70.8,325,35
미금역사거리,까치마을사거리 방면,우회전,17,45.82,64.4,323,35
미금역사거리,까치마을사거리 방면,우회전,18,55.95,56.2,311,35
미금역사거리,까치마을사거리 방면,우회전,19,44.51,48.1,319,35
미금역사거리,까치마을사거리 방면,우회전,20,41.46,44.0,328,35
미금역사거리,까치마을사거리 방면,우회전,21,39.94,45.6,338,35
미금역사거리,까치마을사거리 방면,우회전,22,39.4,42.5,335,35
미금역사거리,까치마을사거리 방면,우회전,23,32.06,41.4,340,35
미금역사거리,까치마을사거리 방면,좌회전,0,0.31,35.9,319,35
미금역사거리,까치마을사거리 방면,좌회전,1,0.33,23.9,302,35
미금역사거리,까치마을사거리 방면,좌회전,2,0.0,17.1,272,35
미금역사거리,까치마을사거리 방면,좌회전,3,0.39,14.7,257,35
미금역사거리,까치마을사거리 방면,좌회전,4,0.33,22.7,304,35
미금역사거리,까치마을사거리 방면,좌회전,5,0.32,48.5,315,35
미금역사거리,까치마을사거리 방면,좌회전,6,0.31,91.7,322,35
미금역사거리,까치마을사거리 방면,좌회전,7,0.31,186.3,321,35
미금역사거리,까치마을사거리 방면,좌회전,8,0.0,216.7,317,35
미금역사거리,까치마을사거리 방면,좌회전,9,0.0,199.1,322,35
미금역사거리,까치마을사거리 방면,좌회전,10,0.61,164.4,329,35
미금역사거리,까치마을사거리 방면,좌회전,11,0.91,156.0,328,35
미금역사거리,까치마을사거리 방면,좌회전,12,1.85,146.0,324,35
미금역사거리,까치마을사거리 방면,좌회전,13,1.54,144.9,325,35
미금역사거리,까치마을사거리 방면,좌회전,14,1.55,145.4,323,35
미금역사거리,까치마을사거리 방면,좌회전,15,2.78,148.2,324,35
미금역사거리,까치마을사거리 방면,좌회전,16,4.05,154.4,321,35
미금역사거리,까치마을사거리 방면,좌회전,17,4.36,149.6,321,35
미금역사거리,까치마을사거리 방면,좌회전,18,6.27,149.3,319,35
미금역사거리,까치마을사거리 방면,좌회전,19,1.23,145.7,324,35
미금역사거리,까치마을사거리 방면,좌회전,20,0.31,130.5,323,35
미금역사거리,까치마을사거리 방면,좌회전,21,0.31,120.0,325,35
미금역사거리,까치마을사거리 방면,좌회전,22,0.0,113.0,324,35
미금역사거리,까치마을사거리 방면,좌회전,23,0.0,61.9,324,35
미금역사거리,까치마을사거리 방면,직진,0,0.45,101.9,224,35
미금역사거리,까치마을사거리 방면,직진,1,0.45,58.9,220,35
미금역사거리,까치마을사거리 방면,직진,2,0.43,38.1,232,35
미금역사거리,까치마을사거리 방면,직진,3,0.5,41.5,201,35
미금역사거리,까치마을사거리 방면,직진,4,0.54,52.0,186,35
미금역사거리,까치마을사거리 방면,직진,5,0.69,165.3,144,35
미금역사거리,까치마을사거리 방면,직진,6,0.31,341.6,320,35
미금역사거리,까치마을사거리 방면,직진,7,1.47,529.5,339,35
미금역사거리,까치마을사거리 방면,직진,8,6.19,427.9,339,35
미금역사거리,까치마을사거리 방면,직진,9,0.6,498.3,332,35
미금역사거리,까치마을사거리 방면,직진,10,0.61,451.4,330,35
미금역사거리,까치마을사거리 방면,직진,11,4.44,464.0,338,35
미금역사거리,까치마을사거리 방면,직진,12,5.07,433.6,335,35
미금역사거리,까치마을사거리 방면,직진,13,3.94,408.2,330,35
미금역사거리,까치마을사거리 방면,직진,14,5.11,447.4,333,35
미금역사거리,까치마을사거리 방면,직진,15,11.87,464.8,337,35
미금역사거리,까치마을사거리 방면,직진,16,27.11,422.5,343,35
미금역사거리,까치마을사거리 방면,직진,17,55.23,317.3,344,35
미금역사거리,까치마을사거리 방면,직진,18,57.23,298.0,346,35
미금역사거리,까치마을사거리 방면,직진,19,5.74,335.8,331,35
미금역사거리,까치마을사거리 방면,직진,20,1.52,352.1,328,35
미금역사거리,까치마을사거리 방면,직진,21,0.62,334.6,324,35
미금역사거리,까치마을사거리 방면,직진,22,0.0,285.5,328,35
미금역사거리,까치마을사거리 방면,직진,23,0.31,150.9,327,35
미금역사거리,미금역 방면,우회전,0,0.0,52.2,457,35
미금역사거리,미금역 방면,우회전,1,0.0,35.7,448,35
미금역사거리,미금역 방면,우회전,2,0.24,24.6,413,35
미금역사거리,미금역 방면,우회전,3,0.0,17.8,371,35
미금역사거리,미금역 방면,우회전,4,0.25,19.1,403,35
미금역사거리,미금역 방면,우회전,5,0.23,47.9,441,35
미금역사거리,미금역 방면,우회전,6,0.0,123.4,464,35
미금역사거리,미금역 방면,우회전,7,1.08,234.5,462,35
미금역사거리,미금역 방면,우회전,8,3.38,233.8,444,35
미금역사거리,미금역 방면,우회전,9,2.79,241.3,466,35
미금역사거리,미금역 방면,우회전,10,3.21,182.8,467,35
미금역사거리,미금역 방면,우회전,11,2.78,167.8,467,35
미금역사거리,미금역 방면,우회전,12,3.43,165.8,466,35
미금역사거리,미금역 방면,우회전,13,3.45,177.0,464,35
미금역사거리,미금역 방면,우회전,14,2.8,179.8,464,35
미금역사거리,미금역 방면,우회전,15,5.59,181.1,465,35
미금역사거리,미금역 방면,우회전,16,7.74,193.0,465,35
미금역사거리,미금역 방면,우회전,17,6.02,208.5,432,35
미금역사거리,미금역 방면,우회전,18,7.57,187.2,423,35
미금역사거리,미금역 방면,우회전,19,6.49,167.8,462,35
미금역사거리,미금역 방면,우회전,20,3.87,154.1,465,35
미금역사거리,미금역 방면,우회전,21,3.86,157.7,466,35
미금역사거리,미금역 방면,우회전,22,0.43,126.8,464,35
미금역사거리,미금역 방면,우회전,23,0.0,84.0,464,35
미금역사거리,미금역 방면,좌회전,0,0.0,92.2,467,35
미금역사거리,미금역 방면,좌회전,1,0.0,60.3,467,35
미금역사거리,미금역 방면,좌회전,2,0.0,42.0,465,35
미금역사거리,미금역 방면,좌회전,3,0.0,34.2,464,35
미금역사거리,미금역 방면,좌회전,4,0.0,51.1,463,35
미금역사거리,미금역 방면,좌회전,5,0.0,147.1,467,35
미금역사거리,미금역 방면,좌회전,6,0.0,313.1,467,35
미금역사거리,미금역 방면,좌회전,7,0.0,376.7,467,35
미금역사거리,미금역 방면,좌회전,8,0.22,285.1,458,35
미금역사거리,미금역 방면,좌회전,9,0.0,382.4,467,35
미금역사거리,미금역 방면,좌회전,10,0.21,352.9,467,35
미금역사거리,미금역 방면,좌회전,11,0.43,351.4,467,35
미금역사거리,미금역 방면,좌회전,12,0.43,356.3,466,35
미금역사거리,미금역 방면,좌회전,13,0.22,354.4,464,35
미금역사거리,미금역 방면,좌회전,14,0.43,341.7,465,35
미금역사거리,미금역 방면,좌회전,15,1.07,333.9,466,35
미금역사거리,미금역 방면,좌회전,16,1.28,339.2,467,35
미금역사거리,미금역 방면,좌회전,17,4.23,301.6,426,35
미금역사거리,미금역 방면,좌회전,18,2.43,239.4,412,35
미금역사거리,미금역 방면,좌회전,19,2.59,253.5,464,35
미금역사거리,미금역 방면,좌회전,20,0.21,263.8,466,35
미금역사거리,미금역 방면,좌회전,21,0.0,267.0,466,35
미금역사거리,미금역 방면,좌회전,22,0.0,223.0,466,35
미금역사거리,미금역 방면,좌회전,23,0.0,145.7,466,35
미금역사거리,미금역 방면,직진,0,0.21,181.6,467,35
미금역사거리,미금역 방면,직진,1,0.43,145.4,466,35
미금역사거리,미금역 방면,직진,2,0.21,94.7,467,35
미금역사거리,미금역 방면,직진,3,0.43,69.9,467,35
미금역사거리,미금역 방면,직진,4,0.43,67.9,466,35
미금역사거리,미금역 방면,직진,5,0.43,145.2,467,35
미금역사거리,미금역 방면,직진,6,0.21,406.5,467,35
미금역사거리,미금역 방면,직진,7,0.64,890.9,467,35
미금역사거리,미금역 방면,직진,8,1.28,866.6,467,35
미금역사거리,미금역 방면,직진,9,0.21,838.5,467,35
미금역사거리,미금역 방면,직진,10,0.43,646.6,467,35
미금역사거리,미금역 방면,직진,11,0.64,573.6,467,35
미금역사거리,미금역 방면,직진,12,0.86,549.5,466,35
미금역사거리,미금역 방면,직진,13,1.08,576.1,464,35
미금역사거리,미금역 방면,직진,14,1.08,593.8,464,35
미금역사거리,미금역 방면,직진,15,2.36,587.1,466,35
미금역사거리,미금역 방면,직진,16,2.78,589.7,468,35
미금역사거리,미금역 방면,직진,17,14.32,592.9,468,35
미금역사거리,미금역 방면,직진,18,17.09,493.1,468,35
미금역사거리,미금역 방면,직진,19,2.57,433.4,467,35
미금역사거리,미금역 방면,직진,20,0.86,398.7,467,35
미금역사거리,미금역 방면,직진,21,0.0,449.9,466,35
미금역사거리,미금역 방면,직진,22,0.0,364.5,466,35
미금역사거리,미금역 방면,직진,23,0.21,297.2,466,35
미금역사거리,정자일로 방면,우회전,0,3.39,50.2,472,35
미금역사거리,정자일로 방면,우회전,1,0.66,31.1,455,35
미금역사거리,정자일로 방면,우회전,2,0.23,20.6,437,35
미금역사거리,정자일로 방면,우회전,3,0.86,15.4,349,35
미금역사거리,정자일로 방면,우회전,4,0.47,21.6,422,35
미금역사거리,정자일로 방면,우회전,5,0.43,41.1,470,35
미금역사거리,정자일로 방면,우회전,6,1.9,75.3,473,35
미금역사거리,정자일로 방면,우회전,7,8.18,124.9,477,35
미금역사거리,정자일로 방면,우회전,8,20.89,125.6,474,35
미금역사거리,정자일로 방면,우회전,9,30.4,143.1,477,35
미금역사거리,정자일로 방면,우회전,10,27.88,159.7,477,35
미금역사거리,정자일로 방면,우회전,11,29.56,161.9,477,35
미금역사거리,정자일로 방면,우회전,12,35.5,161.9,476,35
미금역사거리,정자일로 방면,우회전,13,41.89,168.3,475,35
미금역사거리,정자일로 방면,우회전,14,46.32,175.1,475,35
미금역사거리,정자일로 방면,우회전,15,46.53,182.1,475,35
미금역사거리,정자일로 방면,우회전,16,52.41,188.6,477,35
미금역사거리,정자일로 방면,우회전,17,57.23,202.0,477,35
미금역사거리,정자일로 방면,우회전,18,61.22,200.7,477,35
미금역사거리,정자일로 방면,우회전,19,59.66,180.3,476,35
미금역사거리,정자일로 방면,우회전,20,56.72,150.6,476,35
미금역사거리,정자일로 방면,우회전,21,48.0,130.8,475,35
미금역사거리,정자일로 방면,우회전,22,32.21,108.1,475,35
미금역사거리,정자일로 방면,우회전,23,9.26,81.0,475,35
미금역사거리,정자일로 방면,좌회전,0,0.0,75.8,473,35
미금역사거리,정자일로 방면,좌회전,1,0.21,52.9,474,35
미금역사거리,정자일로 방면,좌회전,2,0.21,32.9,471,35
미금역사거리,정자일로 방면,좌회전,3,0.22,23.4,462,35
미금역사거리,정자일로 방면,좌회전,4,0.0,30.4,470,35
미금역사거리,정자일로 방면,좌회전,5,0.21,52.9,475,35
미금역사거리,정자일로 방면,좌회전,6,0.21,144.9,476,35
미금역사거리,정자일로 방면,좌회전,7,0.21,326.0,477,35
미금역사거리,정자일로 방면,좌회전,8,0.21,416.5,477,35
미금역사거리,정자일로 방면,좌회전,9,0.0,399.9,477,35
미금역사거리,정자일로 방면,좌회전,10,0.0,324.4,477,35
미금역사거리,정자일로 방면,좌회전,11,0.0,277.2,477,35
미금역사거리,정자일로 방면,좌회전,12,0.0,256.6,476,35
미금역사거리,정자일로 방면,좌회전,13,0.0,290.3,475,35
미금역사거리,정자일로 방면,좌회전,14,0.0,306.0,475,35
미금역사거리,정자일로 방면,좌회전,15,0.21,321.1,475,35
미금역사거리,정자일로 방면,좌회전,16,0.21,308.2,477,35
미금역사거리,정자일로 방면,좌회전,17,5.87,265.6,477,35
미금역사거리,정자일로 방면,좌회전,18,5.87,217.6,477,35
미금역사거리,정자일로 방면,좌회전,19,0.0,239.0,477,35
미금역사거리,정자일로 방면,좌회전,20,0.21,203.3,477,35
미금역사거리,정자일로 방면,좌회전,21,0.0,198.6,477,35
미금역사거리,정자일로 방면,좌회전,22,0.0,145.0,477,35
미금역사거리,정자일로 방면,좌회전,23,0.0,113.6,476,35
미금역사거리,정자일로 방면,직진,0,0.0,85.6,474,35
미금역사거리,정자일로 방면,직진,1,0.21,62.4,475,35
미금역사거리,정자일로 방면,직진,2,0.21,39.6,474,35
미금역사거리,정자일로 방면,직진,3,0.42,33.9,473,35
미금역사거리,정자일로 방면,직진,4,0.21,47.3,474,35
미금역사거리,정자일로 방면,직진,5,0.21,91.5,477,35
미금역사거리,정자일로 방면,직진,6,0.21,263.5,477,35
미금역사거리,정자일로 방면,직진,7,0.21,390.4,477,35
미금역사거리,정자일로 방면,직진,8,0.21,559.5,477,35
미금역사거리,정자일로 방면,직진,9,0.21,544.6,477,35
미금역사거리,정자일로 방면,직진,10,0.21,532.9,477,35
미금역사거리,정자일로 방면,직진,11,0.0,449.1,477,35
미금역사거리,정자일로 방면,직진,12,0.0,477.7,476,35
미금역사거리,정자일로 방면,직진,13,0.0,547.7,475,35
미금역사거리,정자일로 방면,직진,14,0.0,546.2,475,35
미금역사거리,정자일로 방면,직진,15,0.84,530.9,475,35
미금역사거리,정자일로 방면,직진,16,0.42,538.2,477,35
미금역사거리,정자일로 방면,직진,17,5.24,561.9,477,35
미금역사거리,정자일로 방면,직진,18,8.18,538.9,477,35
미금역사거리,정자일로 방면,직진,19,0.21,469.6,477,35
미금역사거리,정자일로 방면,직진,20,0.21,402.2,477,35
미금역사거리,정자일로 방면,직진,21,0.0,377.9,477,35
미금역사거리,정자일로 방면,직진,22,0.0,265.4,477,35
미금역사거리,정자일로 방면,직진,23,0.21,140.4,477,35
미금역사거리,청송마을 사거리 방면,우회전,0,0.0,52.1,460,35
미금역사거리,청송마을 사거리 방면,우회전,1,0.0,28.8,458,35
미금역사거리,청송마을 사거리 방면,우회전,2,0.23,19.4,428,35
미금역사거리,청송마을 사거리 방면,우회전,3,0.25,15.5,393,35
미금역사거리,청송마을 사거리 방면,우회전,4,0.0,19.0,438,35
미금역사거리,청송마을 사거리 방면,우회전,5,0.0,42.4,461,35
미금역사거리,청송마을 사거리 방면,우회전,6,0.0,97.7,464,35
미금역사거리,청송마을 사거리 방면,우회전,7,0.0,160.8,477,35
미금역사거리,청송마을 사거리 방면,우회전,8,0.0,194.3,477,35
미금역사거리,청송마을 사거리 방면,우회전,9,0.0,187.6,470,35
미금역사거리,청송마을 사거리 방면,우회전,10,0.0,184.6,472,35
미금역사거리,청송마을 사거리 방면,우회전,11,0.63,193.5,474,35
미금역사거리,청송마을 사거리 방면,우회전,12,0.85,187.9,471,35
미금역사거리,청송마을 사거리 방면,우회전,13,1.06,180.2,472,35
미금역사거리,청송마을 사거리 방면,우회전,14,1.05,187.7,474,35
미금역사거리,청송마을 사거리 방면,우회전,15,2.32,202.1,474,35
미금역사거리,청송마을 사거리 방면,우회전,16,2.31,218.5,477,35
미금역사거리,청송마을 사거리 방면,우회전,17,7.76,235.4,477,35
미금역사거리,청송마을 사거리 방면,우회전,18,11.58,227.1,475,35
미금역사거리,청송마을 사거리 방면,우회전,19,1.26,194.9,475,35
미금역사거리,청송마을 사거리 방면,우회전,20,0.42,154.1,474,35
미금역사거리,청송마을 사거리 방면,우회전,21,0.0,140.1,474,35
미금역사거리,청송마을 사거리 방면,우회전,22,0.0,140.8,470,35
미금역사거리,청송마을 사거리 방면,우회전,23,0.43,80.1,463,35
미금역사거리,청송마을 사거리 방면,좌회전,0,0.0,21.8,377,35
미금역사거리,청송마을 사거리 방면,좌회전,1,0.31,16.3,319,35
미금역사거리,청송마을 사거리 방면,좌회전,2,0.46,12.7,216,35
미금역사거리,청송마을 사거리 방면,좌회전,3,1.15,11.7,87,35
미금역사거리,청송마을 사거리 방면,좌회전,4,0.0,11.4,15,35
미금역사거리,청송마을 사거리 방면,좌회전,5,0.0,13.6,254,35
미금역사거리,청송마을 사거리 방면,좌회전,6,0.27,19.8,370,35
미금역사거리,청송마을 사거리 방면,좌회전,7,0.0,37.9,389,35
미금역사거리,청송마을 사거리 방면,좌회전,8,0.0,76.6,390,35
미금역사거리,청송마을 사거리 방면,좌회전,9,0.0,85.1,391,35
미금역사거리,청송마을 사거리 방면,좌회전,10,0.0,87.5,394,35
미금역사거리,청송마을 사거리 방면,좌회전,11,0.0,90.3,394,35
미금역사거리,청송마을 사거리 방면,좌회전,12,0.0,90.2,390,35
미금역사거리,청송마을 사거리 방면,좌회전,13,0.0,88.8,388,35
미금역사거리,청송마을 사거리 방면,좌회전,14,0.0,98.3,389,35
미금역사거리,청송마을 사거리 방면,좌회전,15,0.0,98.2,390,35
미금역사거리,청송마을 사거리 방면,좌회전,16,0.0,96.5,393,35
미금역사거리,청송마을 사거리 방면,좌회전,17,0.0,95.2,392,35
미금역사거리,청송마을 사거리 방면,좌회전,18,0.0,85.7,392,35
미금역사거리,청송마을 사거리 방면,좌회전,19,0.0,80.8,392,35
미금역사거리,청송마을 사거리 방면,좌회전,20,0.0,58.1,390,35
미금역사거리,청송마을 사거리 방면,좌회전,21,0.0,56.8,389,35
미금역사거리,청송마을 사거리 방면,좌회전,22,0.0,45.6,388,35
미금역사거리,청송마을 사거리 방면,좌회전,23,0.0,30.7,389,35
미금역사거리,청송마을 사거리 방면,직진,0,2.32,177.0,474,35
미금역사거리,청송마을 사거리 방면,직진,1,2.75,102.5,472,35
미금역사거리,청송마을 사거리 방면,직진,2,2.56,71.0,469,35
미금역사거리,청송마을 사거리 방면,직진,3,1.94,55.0,464,35
미금역사거리,청송마을 사거리 방면,직진,4,1.95,56.9,462,35
미금역사거리,청송마을 사거리 방면,직진,5,1.28,116.3,468,35
미금역사거리,청송마을 사거리 방면,직진,6,0.21,267.3,477,35
미금역사거리,청송마을 사거리 방면,직진,7,0.21,574.2,477,35
미금역사거리,청송마을 사거리 방면,직진,8,0.0,801.4,477,35
미금역사거리,청송마을 사거리 방면,직진,9,0.0,647.0,477,35
미금역사거리,청송마을 사거리 방면,직진,10,0.0,617.0,477,35
미금역사거리,청송마을 사거리 방면,직진,11,0.0,601.9,477,35
미금역사거리,청송마을 사거리 방면,직진,12,0.0,588.4,476,35
미금역사거리,청송마을 사거리 방면,직진,13,0.42,585.5,475,35
미금역사거리,청송마을 사거리 방면,직진,14,0.21,602.5,475,35
