교차로,접근로,이동류,시,혼잡률,평균교통량,표본,임계값
동막교사거리,경기고속삼거리 방면,우회전,0,19.52,24.3,333,10
동막교사거리,경기고속삼거리 방면,우회전,1,10.41,15.3,269,10
동막교사거리,경기고속삼거리 방면,우회전,2,9.48,12.7,116,10
동막교사거리,경기고속삼거리 방면,우회전,3,1.8,11.8,111,10
동막교사거리,경기고속삼거리 방면,우회전,4,3.17,26.3,347,10
동막교사거리,경기고속삼거리 방면,우회전,5,12.5,53.6,360,10
동막교사거리,경기고속삼거리 방면,우회전,6,19.06,73.3,362,10
동막교사거리,경기고속삼거리 방면,우회전,7,6.38,104.1,376,10
동막교사거리,경기고속삼거리 방면,우회전,8,15.12,101.6,377,10
동막교사거리,경기고속삼거리 방면,우회전,9,30.53,100.9,380,10
동막교사거리,경기고속삼거리 방면,우회전,10,37.11,99.2,380,10
동막교사거리,경기고속삼거리 방면,우회전,11,48.68,104.9,380,10
동막교사거리,경기고속삼거리 방면,우회전,12,55.29,105.0,378,10
동막교사거리,경기고속삼거리 방면,우회전,13,51.6,115.0,376,10
동막교사거리,경기고속삼거리 방면,우회전,14,44.41,111.3,376,10
동막교사거리,경기고속삼거리 방면,우회전,15,43.77,107.1,377,10
동막교사거리,경기고속삼거리 방면,우회전,16,39.68,108.4,378,10
동막교사거리,경기고속삼거리 방면,우회전,17,39.41,118.0,373,10
동막교사거리,경기고속삼거리 방면,우회전,18,52.93,107.2,376,10
동막교사거리,경기고속삼거리 방면,우회전,19,28.61,92.4,374,10
동막교사거리,경기고속삼거리 방면,우회전,20,31.71,86.2,369,10
동막교사거리,경기고속삼거리 방면,우회전,21,33.96,79.9,371,10
동막교사거리,경기고속삼거리 방면,우회전,22,27.37,69.6,369,10
동막교사거리,경기고속삼거리 방면,우회전,23,23.06,39.5,360,10
동막교사거리,경기고속삼거리 방면,좌회전,0,23.28,26.4,335,10
동막교사거리,경기고속삼거리 방면,좌회전,1,30.65,14.4,248,10
동막교사거리,경기고속삼거리 방면,좌회전,2,30.0,12.1,100,10
동막교사거리,경기고속삼거리 방면,좌회전,3,51.11,11.0,45,10
동막교사거리,경기고속삼거리 방면,좌회전,4,41.21,12.7,182,10
동막교사거리,경기고속삼거리 방면,좌회전,5,21.78,20.7,326,10
동막교사거리,경기고속삼거리 방면,좌회전,6,5.87,54.6,358,10
동막교사거리,경기고속삼거리 방면,좌회전,7,4.79,99.4,376,10
동막교사거리,경기고속삼거리 방면,좌회전,8,7.39,120.7,379,10
동막교사거리,경기고속삼거리 방면,좌회전,9,1.05,127.7,380,10
동막교사거리,경기고속삼거리 방면,좌회전,10,0.0,122.8,380,10
동막교사거리,경기고속삼거리 방면,좌회전,11,1.05,133.9,380,10
동막교사거리,경기고속삼거리 방면,좌회전,12,0.79,137.0,379,10
동막교사거리,경기고속삼거리 방면,좌회전,13,0.53,140.8,377,10
동막교사거리,경기고속삼거리 방면,좌회전,14,0.8,149.2,377,10
동막교사거리,경기고속삼거리 방면,좌회전,15,0.79,150.0,379,10
동막교사거리,경기고속삼거리 방면,좌회전,16,0.0,162.4,378,10
동막교사거리,경기고속삼거리 방면,좌회전,17,0.53,174.9,379,10
동막교사거리,경기고속삼거리 방면,좌회전,18,0.27,141.0,377,10
동막교사거리,경기고속삼거리 방면,좌회전,19,0.0,108.3,368,10
동막교사거리,경기고속삼거리 방면,좌회전,20,0.0,87.1,366,10
동막교사거리,경기고속삼거리 방면,좌회전,21,1.1,81.0,363,10
동막교사거리,경기고속삼거리 방면,좌회전,22,2.79,64.8,359,10
동막교사거리,경기고속삼거리 방면,좌회전,23,13.52,45.7,355,10
동막교사거리,경기고속삼거리 방면,직진,0,23.81,28.1,336,10
동막교사거리,경기고속삼거리 방면,직진,1,29.23,16.3,284,10
동막교사거리,경기고속삼거리 방면,직진,2,29.86,12.9,144,10
동막교사거리,경기고속삼거리 방면,직진,3,30.65,12.1,62,10
동막교사거리,경기고속삼거리 방면,직진,4,34.43,13.6,244,10
동막교사거리,경기고속삼거리 방면,직진,5,33.33,32.6,345,10
동막교사거리,경기고속삼거리 방면,직진,6,1.12,62.9,357,10
동막교사거리,경기고속삼거리 방면,직진,7,3.18,108.2,377,10
동막교사거리,경기고속삼거리 방면,직진,8,3.94,150.1,381,10
동막교사거리,경기고속삼거리 방면,직진,9,3.95,108.8,380,10
동막교사거리,경기고속삼거리 방면,직진,10,35.43,112.5,381,10
동막교사거리,경기고속삼거리 방면,직진,11,44.76,123.5,382,10
동막교사거리,경기고속삼거리 방면,직진,12,46.05,127.1,380,10
동막교사거리,경기고속삼거리 방면,직진,13,41.53,136.4,378,10
동막교사거리,경기고속삼거리 방면,직진,14,39.1,146.1,376,10
동막교사거리,경기고속삼거리 방면,직진,15,36.6,166.7,377,10
동막교사거리,경기고속삼거리 방면,직진,16,15.49,181.0,381,10
동막교사거리,경기고속삼거리 방면,직진,17,15.67,204.0,383,10
동막교사거리,경기고속삼거리 방면,직진,18,15.71,184.8,382,10
동막교사거리,경기고속삼거리 방면,직진,19,7.75,160.9,374,10
동막교사거리,경기고속삼거리 방면,직진,20,8.31,125.8,373,10
동막교사거리,경기고속삼거리 방면,직진,21,3.84,111.3,365,10
동막교사거리,경기고속삼거리 방면,직진,22,1.11,95.1,361,10
동막교사거리,경기고속삼거리 방면,직진,23,2.24,57.9,357,10
동막교사거리,동막교삼거리 방면,우회전,0,8.71,18.4,356,10
동막교사거리,동막교삼거리 방면,우회전,1,3.62,13.7,276,10
동막교사거리,동막교삼거리 방면,우회전,2,3.08,11.1,65,10
동막교사거리,동막교삼거리 방면,우회전,3,2.92,12.0,171,10
동막교사거리,동막교삼거리 방면,우회전,4,3.94,19.6,355,10
동막교사거리,동막교삼거리 방면,우회전,5,15.63,43.6,371,10
동막교사거리,동막교삼거리 방면,우회전,6,13.48,70.6,371,10
동막교사거리,동막교삼거리 방면,우회전,7,12.23,123.0,376,10
동막교사거리,동막교삼거리 방면,우회전,8,50.13,224.0,381,10
동막교사거리,동막교삼거리 방면,우회전,9,63.42,228.6,380,10
동막교사거리,동막교삼거리 방면,우회전,10,64.47,221.9,380,10
동막교사거리,동막교삼거리 방면,우회전,11,73.61,205.0,379,10
동막교사거리,동막교삼거리 방면,우회전,12,83.95,211.5,380,10
동막교사거리,동막교삼거리 방면,우회전,13,87.34,222.8,379,10
동막교사거리,동막교삼거리 방면,우회전,14,86.88,213.2,381,10
동막교사거리,동막교삼거리 방면,우회전,15,86.91,214.7,382,10
동막교사거리,동막교삼거리 방면,우회전,16,85.64,223.8,383,10
동막교사거리,동막교삼거리 방면,우회전,17,91.36,232.0,382,10
동막교사거리,동막교삼거리 방면,우회전,18,93.96,227.5,381,10
동막교사거리,동막교삼거리 방면,우회전,19,84.88,163.5,377,10
동막교사거리,동막교삼거리 방면,우회전,20,80.43,116.0,373,10
동막교사거리,동막교삼거리 방면,우회전,21,78.98,88.9,371,10
동막교사거리,동막교삼거리 방면,우회전,22,58.6,62.0,372,10
동막교사거리,동막교삼거리 방면,우회전,23,18.38,35.1,370,10
동막교사거리,동막교삼거리 방면,좌회전,0,5.79,29.8,363,10
동막교사거리,동막교삼거리 방면,좌회전,1,8.11,20.4,333,10
동막교사거리,동막교삼거리 방면,좌회전,2,10.89,14.6,248,10
동막교사거리,동막교삼거리 방면,좌회전,3,4.62,11.8,130,10
동막교사거리,동막교삼거리 방면,좌회전,4,18.14,12.8,204,10
동막교사거리,동막교삼거리 방면,좌회전,5,4.66,29.9,365,10
동막교사거리,동막교삼거리 방면,좌회전,6,8.17,56.1,367,10
동막교사거리,동막교삼거리 방면,좌회전,7,1.06,123.7,378,10
동막교사거리,동막교삼거리 방면,좌회전,8,0.79,176.7,380,10
동막교사거리,동막교삼거리 방면,좌회전,9,0.0,126.7,380,10
동막교사거리,동막교삼거리 방면,좌회전,10,0.53,117.1,380,10
동막교사거리,동막교삼거리 방면,좌회전,11,0.0,117.1,379,10
동막교사거리,동막교삼거리 방면,좌회전,12,0.0,122.5,379,10
동막교사거리,동막교삼거리 방면,좌회전,13,0.0,132.4,376,10
동막교사거리,동막교삼거리 방면,좌회전,14,0.0,139.3,378,10
동막교사거리,동막교삼거리 방면,좌회전,15,0.0,155.2,384,10
동막교사거리,동막교삼거리 방면,좌회전,16,0.0,176.3,381,10
동막교사거리,동막교삼거리 방면,좌회전,17,0.26,204.2,383,10
동막교사거리,동막교삼거리 방면,좌회전,18,0.0,215.3,378,10
동막교사거리,동막교삼거리 방면,좌회전,19,0.27,183.2,377,10
동막교사거리,동막교삼거리 방면,좌회전,20,0.27,122.5,376,10
동막교사거리,동막교삼거리 방면,좌회전,21,0.27,101.9,377,10
동막교사거리,동막교삼거리 방면,좌회전,22,0.54,103.1,371,10
동막교사거리,동막교삼거리 방면,좌회전,23,4.31,51.8,371,10
동막교사거리,동막교삼거리 방면,직진,0,4.76,231.6,378,10
동막교사거리,동막교삼거리 방면,직진,1,3.47,133.3,375,10
동막교사거리,동막교삼거리 방면,직진,2,3.49,87.5,372,10
동막교사거리,동막교삼거리 방면,직진,3,4.3,68.5,372,10
동막교사거리,동막교삼거리 방면,직진,4,5.08,74.6,374,10
동막교사거리,동막교삼거리 방면,직진,5,8.78,162.3,376,10
동막교사거리,동막교삼거리 방면,직진,6,29.21,417.8,380,10
동막교사거리,동막교삼거리 방면,직진,7,81.89,826.0,381,10
동막교사거리,동막교삼거리 방면,직진,8,97.12,1056.3,382,10
동막교사거리,동막교삼거리 방면,직진,9,98.16,930.7,381,10
동막교사거리,동막교삼거리 방면,직진,10,97.65,907.3,383,10
동막교사거리,동막교삼거리 방면,직진,11,99.48,922.8,382,10
동막교사거리,동막교삼거리 방면,직진,12,99.74,942.5,380,10
동막교사거리,동막교삼거리 방면,직진,13,100.0,946.7,382,10
동막교사거리,동막교삼거리 방면,직진,14,100.0,978.9,383,10
동막교사거리,동막교삼거리 방면,직진,15,99.48,1039.9,384,10
동막교사거리,동막교삼거리 방면,직진,16,99.74,1105.0,384,10
동막교사거리,동막교삼거리 방면,직진,17,100.0,1195.1,384,10
동막교사거리,동막교삼거리 방면,직진,18,100.0,1162.7,384,10
동막교사거리,동막교삼거리 방면,직진,19,100.0,1079.9,385,10
동막교사거리,동막교삼거리 방면,직진,20,99.48,841.4,384,10
동막교사거리,동막교삼거리 방면,직진,21,98.96,699.7,386,10
동막교사거리,동막교삼거리 방면,직진,22,97.12,684.1,382,10
동막교사거리,동막교삼거리 방면,직진,23,43.86,384.6,383,10
동막교사거리,오리공원 방면,우회전,0,14.96,17.1,254,10
동막교사거리,오리공원 방면,우회전,1,12.02,14.0,183,10
동막교사거리,오리공원 방면,우회전,2,7.95,12.8,88,10
동막교사거리,오리공원 방면,우회전,3,3.7,12.0,81,10
동막교사거리,오리공원 방면,우회전,4,6.9,16.9,261,10
동막교사거리,오리공원 방면,우회전,5,4.2,34.6,357,10
동막교사거리,오리공원 방면,우회전,6,1.07,91.0,375,10
동막교사거리,오리공원 방면,우회전,7,5.94,257.0,387,10
동막교사거리,오리공원 방면,우회전,8,16.54,264.3,387,10
동막교사거리,오리공원 방면,우회전,9,15.06,197.1,385,10
동막교사거리,오리공원 방면,우회전,10,47.92,138.5,384,10
동막교사거리,오리공원 방면,우회전,11,56.81,110.5,382,10
동막교사거리,오리공원 방면,우회전,12,62.99,102.5,381,10
동막교사거리,오리공원 방면,우회전,13,54.76,114.5,378,10
동막교사거리,오리공원 방면,우회전,14,56.69,119.3,381,10
동막교사거리,오리공원 방면,우회전,15,50.79,126.3,380,10
동막교사거리,오리공원 방면,우회전,16,36.13,134.0,382,10
동막교사거리,오리공원 방면,우회전,17,50.13,142.0,383,10
동막교사거리,오리공원 방면,우회전,18,63.87,130.2,382,10
동막교사거리,오리공원 방면,우회전,19,68.5,77.1,381,10
동막교사거리,오리공원 방면,우회전,20,72.56,49.1,379,10
동막교사거리,오리공원 방면,우회전,21,76.98,56.4,378,10
동막교사거리,오리공원 방면,우회전,22,64.44,34.3,374,10
동막교사거리,오리공원 방면,우회전,23,31.52,24.6,349,10
동막교사거리,오리공원 방면,좌회전,8,0.0,10.3,3,10
동막교사거리,오리공원 방면,좌회전,9,37.5,11.4,8,10
동막교사거리,오리공원 방면,좌회전,10,42.86,11.7,7,10
동막교사거리,오리공원 방면,좌회전,11,25.0,11.0,8,10
동막교사거리,오리공원 방면,좌회전,12,7.69,10.3,13,10
동막교사거리,오리공원 방면,좌회전,13,7.14,10.5,14,10
동막교사거리,오리공원 방면,좌회전,14,0.0,10.6,12,10
동막교사거리,오리공원 방면,좌회전,15,12.5,12.3,16,10
동막교사거리,오리공원 방면,좌회전,16,8.33,11.4,12,10
동막교사거리,오리공원 방면,좌회전,17,14.29,10.9,14,10
동막교사거리,오리공원 방면,좌회전,18,5.36,12.7,56,10
동막교사거리,오리공원 방면,좌회전,19,0.0,11.3,3,10
동막교사거리,오리공원 방면,좌회전,20,50.0,10.5,2,10
동막교사거리,오리공원 방면,직진,0,15.82,14.4,177,10
동막교사거리,오리공원 방면,직진,1,30.77,11.5,52,10
동막교사거리,오리공원 방면,직진,2,7.89,11.0,38,10
동막교사거리,오리공원 방면,직진,3,15.85,11.9,82,10
동막교사거리,오리공원 방면,직진,4,9.78,16.7,276,10
동막교사거리,오리공원 방면,직진,5,3.31,55.7,362,10
동막교사거리,오리공원 방면,직진,6,1.11,100.9,361,10
동막교사거리,오리공원 방면,직진,7,0.84,104.4,356,10
동막교사거리,오리공원 방면,직진,8,0.28,120.2,360,10
동막교사거리,오리공원 방면,직진,9,1.6,101.2,376,10
동막교사거리,오리공원 방면,직진,10,3.43,85.6,379,10
동막교사거리,오리공원 방면,직진,11,5.77,70.8,381,10
동막교사거리,오리공원 방면,직진,12,4.74,71.9,380,10
동막교사거리,오리공원 방면,직진,13,2.92,76.0,377,10
동막교사거리,오리공원 방면,직진,14,2.64,74.7,379,10
동막교사거리,오리공원 방면,직진,15,1.58,78.9,379,10
동막교사거리,오리공원 방면,직진,16,1.34,91.4,373,10
동막교사거리,오리공원 방면,직진,17,1.33,95.9,376,10
동막교사거리,오리공원 방면,직진,18,2.62,98.6,381,10
동막교사거리,오리공원 방면,직진,19,3.16,56.3,380,10
동막교사거리,오리공원 방면,직진,20,7.39,44.0,379,10
동막교사거리,오리공원 방면,직진,21,5.29,40.2,378,10
동막교사거리,오리공원 방면,직진,22,9.64,27.0,363,10
동막교사거리,오리공원 방면,직진,23,13.79,17.6,290,10
동막교사거리,오리역 방면,우회전,0,0.0,10.7,3,10
동막교사거리,오리역 방면,우회전,6,0.0,10.5,8,10
동막교사거리,오리역 방면,우회전,7,15.08,11.4,126,10
동막교사거리,오리역 방면,우회전,8,22.03,14.2,295,10
동막교사거리,오리역 방면,우회전,9,10.82,13.2,268,10
동막교사거리,오리역 방면,우회전,10,11.28,12.8,266,10
동막교사거리,오리역 방면,우회전,11,13.51,12.5,222,10
동막교사거리,오리역 방면,우회전,12,12.32,12.7,211,10
동막교사거리,오리역 방면,우회전,13,9.12,13.6,285,10
동막교사거리,오리역 방면,우회전,14,12.04,12.9,216,10
동막교사거리,오리역 방면,우회전,15,10.37,12.2,164,10
동막교사거리,오리역 방면,우회전,16,16.91,11.6,136,10
동막교사거리,오리역 방면,우회전,17,19.88,12.2,166,10
동막교사거리,오리역 방면,우회전,18,24.32,13.5,259,10
동막교사거리,오리역 방면,우회전,19,33.01,12.6,209,10
동막교사거리,오리역 방면,우회전,20,23.26,10.8,43,10
동막교사거리,오리역 방면,우회전,21,25.0,10.8,28,10
동막교사거리,오리역 방면,우회전,22,40.91,10.8,22,10
동막교사거리,오리역 방면,우회전,23,60.0,10.8,5,10
동막교사거리,오리역 방면,좌회전,0,12.78,20.6,352,10
동막교사거리,오리역 방면,좌회전,1,22.6,16.0,292,10
동막교사거리,오리역 방면,좌회전,2,33.53,12.9,170,10
동막교사거리,오리역 방면,좌회전,3,20.34,11.7,59,10
동막교사거리,오리역 방면,좌회전,4,20.88,12.0,182,10
동막교사거리,오리역 방면,좌회전,5,11.83,15.9,338,10
동막교사거리,오리역 방면,좌회전,6,1.86,29.8,376,10
동막교사거리,오리역 방면,좌회전,7,0.53,43.2,377,10
동막교사거리,오리역 방면,좌회전,8,0.26,79.9,381,10
동막교사거리,오리역 방면,좌회전,9,0.26,82.4,382,10
동막교사거리,오리역 방면,좌회전,10,0.0,75.6,383,10
동막교사거리,오리역 방면,좌회전,11,0.0,66.7,383,10
동막교사거리,오리역 방면,좌회전,12,0.0,66.8,381,10
동막교사거리,오리역 방면,좌회전,13,0.0,73.7,378,10
동막교사거리,오리역 방면,좌회전,14,0.0,67.5,380,10
동막교사거리,오리역 방면,좌회전,15,0.0,73.9,380,10
동막교사거리,오리역 방면,좌회전,16,0.0,76.5,382,10
동막교사거리,오리역 방면,좌회전,17,0.26,85.8,383,10
동막교사거리,오리역 방면,좌회전,18,0.26,83.6,383,10
동막교사거리,오리역 방면,좌회전,19,0.0,57.8,382,10
동막교사거리,오리역 방면,좌회전,20,0.26,54.3,380,10
동막교사거리,오리역 방면,좌회전,21,0.0,45.5,381,10
동막교사거리,오리역 방면,좌회전,22,1.05,38.8,380,10
동막교사거리,오리역 방면,좌회전,23,5.31,29.1,377,10
동막교사거리,오리역 방면,직진,0,2.88,245.7,382,10
동막교사거리,오리역 방면,직진,1,1.83,187.3,382,10
동막교사거리,오리역 방면,직진,2,3.94,127.0,381,10
동막교사거리,오리역 방면,직진,3,1.57,91.9,381,10
동막교사거리,오리역 방면,직진,4,10.94,94.2,384,10
동막교사거리,오리역 방면,직진,5,11.43,215.2,385,10
동막교사거리,오리역 방면,직진,6,1.29,553.0,387,10
동막교사거리,오리역 방면,직진,7,11.76,1315.7,391,10
동막교사거리,오리역 방면,직진,8,14.83,1380.5,391,10
동막교사거리,오리역 방면,직진,9,0.51,1196.3,389,10
동막교사거리,오리역 방면,직진,10,1.29,934.1,389,10
동막교사거리,오리역 방면,직진,11,1.55,822.8,388,10
동막교사거리,오리역 방면,직진,12,0.26,791.3,385,10
동막교사거리,오리역 방면,직진,13,0.78,856.3,383,10
동막교사거리,오리역 방면,직진,14,1.03,852.6,387,10
동막교사거리,오리역 방면,직진,15,0.77,874.0,389,10
동막교사거리,오리역 방면,직진,16,0.77,922.9,389,10
동막교사거리,오리역 방면,직진,17,0.52,1012.5,388,10
동막교사거리,오리역 방면,직진,18,1.8,928.5,389,10
동막교사거리,오리역 방면,직진,19,0.26,730.9,388,10
동막교사거리,오리역 방면,직진,20,0.77,619.7,388,10
동막교사거리,오리역 방면,직진,21,0.77,612.4,389,10
동막교사거리,오리역 방면,직진,22,1.81,502.5,387,10
동막교사거리,오리역 방면,직진,23,1.3,374.8,385,10
미금역사거리,까치마을사거리 방면,우회전,0,65.76,36.0,330,10
미금역사거리,까치마을사거리 방면,우회전,1,59.08,31.7,325,10
미금역사거리,까치마을사거리 방면,우회전,2,50.17,21.9,299,10
미금역사거리,까치마을사거리 방면,우회전,3,29.8,15.4,245,10
미금역사거리,까치마을사거리 방면,우회전,4,37.5,12.8,168,10
미금역사거리,까치마을사거리 방면,우회전,5,80.18,14.7,222,10
미금역사거리,까치마을사거리 방면,우회전,6,75.34,27.3,296,10
미금역사거리,까치마을사거리 방면,우회전,7,72.08,46.2,308,10
미금역사거리,까치마을사거리 방면,우회전,8,65.48,60.4,336,10
미금역사거리,까치마을사거리 방면,우회전,9,67.46,68.7,338,10
미금역사거리,까치마을사거리 방면,우회전,10,67.84,74.4,342,10
미금역사거리,까치마을사거리 방면,우회전,11,69.01,76.3,342,10
미금역사거리,까치마을사거리 방면,우회전,12,68.45,69.9,336,10
미금역사거리,까치마을사거리 방면,우회전,13,69.23,66.4,338,10
미금역사거리,까치마을사거리 방면,우회전,14,69.23,73.5,338,10
미금역사거리,까치마을사거리 방면,우회전,15,68.96,74.5,335,10
미금역사거리,까치마을사거리 방면,우회전,16,71.08,70.8,325,10
미금역사거리,까치마을사거리 방면,우회전,17,70.28,64.4,323,10
미금역사거리,까치마을사거리 방면,우회전,18,72.03,56.2,311,10
미금역사거리,까치마을사거리 방면,우회전,19,68.97,48.1,319,10
미금역사거리,까치마을사거리 방면,우회전,20,68.29,44.0,328,10
미금역사거리,까치마을사거리 방면,우회전,21,67.16,45.6,338,10
미금역사거리,까치마을사거리 방면,우회전,22,65.97,42.5,335,10
미금역사거리,까치마을사거리 방면,우회전,23,66.18,41.4,340,10
미금역사거리,까치마을사거리 방면,좌회전,0,11.91,35.9,319,10
미금역사거리,까치마을사거리 방면,좌회전,1,14.24,23.9,302,10
미금역사거리,까치마을사거리 방면,좌회전,2,24.26,17.1,272,10
미금역사거리,까치마을사거리 방면,좌회전,3,17.12,14.7,257,10
미금역사거리,까치마을사거리 방면,좌회전,4,1.32,22.7,304,10
미금역사거리,까치마을사거리 방면,좌회전,5,1.27,48.5,315,10
미금역사거리,까치마을사거리 방면,좌회전,6,8.39,91.7,322,10
미금역사거리,까치마을사거리 방면,좌회전,7,5.61,186.3,321,10
미금역사거리,까치마을사거리 방면,좌회전,8,5.05,216.7,317,10
미금역사거리,까치마을사거리 방면,좌회전,9,6.52,199.1,322,10
미금역사거리,까치마을사거리 방면,좌회전,10,11.25,164.4,329,10
미금역사거리,까치마을사거리 방면,좌회전,11,14.94,156.0,328,10
미금역사거리,까치마을사거리 방면,좌회전,12,16.05,146.0,324,10
미금역사거리,까치마을사거리 방면,좌회전,13,14.77,144.9,325,10
미금역사거리,까치마을사거리 방면,좌회전,14,17.65,145.4,323,10
미금역사거리,까치마을사거리 방면,좌회전,15,24.07,148.2,324,10
미금역사거리,까치마을사거리 방면,좌회전,16,27.41,154.4,321,10
미금역사거리,까치마을사거리 방면,좌회전,17,47.66,149.6,321,10
미금역사거리,까치마을사거리 방면,좌회전,18,56.11,149.3,319,10
미금역사거리,까치마을사거리 방면,좌회전,19,34.26,145.7,324,10
미금역사거리,까치마을사거리 방면,좌회전,20,21.05,130.5,323,10
미금역사거리,까치마을사거리 방면,좌회전,21,14.77,120.0,325,10
미금역사거리,까치마을사거리 방면,좌회전,22,23.77,113.0,324,10
미금역사거리,까치마을사거리 방면,좌회전,23,50.62,61.9,324,10
미금역사거리,까치마을사거리 방면,직진,0,1.34,101.9,224,10
미금역사거리,까치마을사거리 방면,직진,1,5.45,58.9,220,10
미금역사거리,까치마을사거리 방면,직진,2,13.79,38.1,232,10
미금역사거리,까치마을사거리 방면,직진,3,2.49,41.5,201,10
미금역사거리,까치마을사거리 방면,직진,4,0.54,52.0,186,10
미금역사거리,까치마을사거리 방면,직진,5,1.39,165.3,144,10
미금역사거리,까치마을사거리 방면,직진,6,28.75,341.6,320,10
미금역사거리,까치마을사거리 방면,직진,7,59.59,529.5,339,10
미금역사거리,까치마을사거리 방면,직진,8,69.03,427.9,339,10
미금역사거리,까치마을사거리 방면,직진,9,56.33,498.3,332,10
미금역사거리,까치마을사거리 방면,직진,10,57.58,451.4,330,10
미금역사거리,까치마을사거리 방면,직진,11,63.61,464.0,338,10
미금역사거리,까치마을사거리 방면,직진,12,63.58,433.6,335,10
미금역사거리,까치마을사거리 방면,직진,13,62.73,408.2,330,10
미금역사거리,까치마을사거리 방면,직진,14,60.66,447.4,333,10
미금역사거리,까치마을사거리 방면,직진,15,72.11,464.8,337,10
미금역사거리,까치마을사거리 방면,직진,16,83.97,422.5,343,10
미금역사거리,까치마을사거리 방면,직진,17,92.15,317.3,344,10
미금역사거리,까치마을사거리 방면,직진,18,89.88,298.0,346,10
미금역사거리,까치마을사거리 방면,직진,19,60.12,335.8,331,10
미금역사거리,까치마을사거리 방면,직진,20,58.23,352.1,328,10
미금역사거리,까치마을사거리 방면,직진,21,57.72,334.6,324,10
미금역사거리,까치마을사거리 방면,직진,22,59.45,285.5,328,10
미금역사거리,까치마을사거리 방면,직진,23,61.16,150.9,327,10
미금역사거리,미금역 방면,우회전,0,6.78,52.2,457,10
미금역사거리,미금역 방면,우회전,1,4.24,35.7,448,10
미금역사거리,미금역 방면,우회전,2,4.84,24.6,413,10
미금역사거리,미금역 방면,우회전,3,4.58,17.8,371,10
미금역사거리,미금역 방면,우회전,4,4.71,19.1,403,10
미금역사거리,미금역 방면,우회전,5,11.79,47.9,441,10
미금역사거리,미금역 방면,우회전,6,8.84,123.4,464,10
미금역사거리,미금역 방면,우회전,7,19.26,234.5,462,10
미금역사거리,미금역 방면,우회전,8,25.45,233.8,444,10
미금역사거리,미금역 방면,우회전,9,30.69,241.3,466,10
미금역사거리,미금역 방면,우회전,10,36.19,182.8,467,10
미금역사거리,미금역 방면,우회전,11,38.76,167.8,467,10
미금역사거리,미금역 방면,우회전,12,35.84,165.8,466,10
미금역사거리,미금역 방면,우회전,13,40.73,177.0,464,10
미금역사거리,미금역 방면,우회전,14,39.66,179.8,464,10
미금역사거리,미금역 방면,우회전,15,45.16,181.1,465,10
미금역사거리,미금역 방면,우회전,16,42.37,193.0,465,10
미금역사거리,미금역 방면,우회전,17,46.53,208.5,432,10
미금역사거리,미금역 방면,우회전,18,54.61,187.2,423,10
미금역사거리,미금역 방면,우회전,19,34.85,167.8,462,10
미금역사거리,미금역 방면,우회전,20,25.59,154.1,465,10
미금역사거리,미금역 방면,우회전,21,27.25,157.7,466,10
미금역사거리,미금역 방면,우회전,22,16.59,126.8,464,10
미금역사거리,미금역 방면,우회전,23,10.56,84.0,464,10
미금역사거리,미금역 방면,좌회전,0,6.42,92.2,467,10
미금역사거리,미금역 방면,좌회전,1,10.92,60.3,467,10
미금역사거리,미금역 방면,좌회전,2,21.51,42.0,465,10
미금역사거리,미금역 방면,좌회전,3,24.14,34.2,464,10
미금역사거리,미금역 방면,좌회전,4,9.07,51.1,463,10
미금역사거리,미금역 방면,좌회전,5,1.28,147.1,467,10
미금역사거리,미금역 방면,좌회전,6,0.64,313.1,467,10
미금역사거리,미금역 방면,좌회전,7,0.64,376.7,467,10
미금역사거리,미금역 방면,좌회전,8,3.06,285.1,458,10
미금역사거리,미금역 방면,좌회전,9,0.86,382.4,467,10
미금역사거리,미금역 방면,좌회전,10,1.07,352.9,467,10
미금역사거리,미금역 방면,좌회전,11,1.93,351.4,467,10
미금역사거리,미금역 방면,좌회전,12,2.58,356.3,466,10
미금역사거리,미금역 방면,좌회전,13,4.53,354.4,464,10
미금역사거리,미금역 방면,좌회전,14,4.95,341.7,465,10
미금역사거리,미금역 방면,좌회전,15,9.01,333.9,466,10
미금역사거리,미금역 방면,좌회전,16,10.28,339.2,467,10
미금역사거리,미금역 방면,좌회전,17,10.09,301.6,426,10
미금역사거리,미금역 방면,좌회전,18,11.17,239.4,412,10
미금역사거리,미금역 방면,좌회전,19,13.15,253.5,464,10
미금역사거리,미금역 방면,좌회전,20,9.01,263.8,466,10
미금역사거리,미금역 방면,좌회전,21,3.22,267.0,466,10
미금역사거리,미금역 방면,좌회전,22,1.07,223.0,466,10
미금역사거리,미금역 방면,좌회전,23,1.93,145.7,466,10
미금역사거리,미금역 방면,직진,0,2.14,181.6,467,10
미금역사거리,미금역 방면,직진,1,2.79,145.4,466,10
미금역사거리,미금역 방면,직진,2,2.14,94.7,467,10
미금역사거리,미금역 방면,직진,3,2.14,69.9,467,10
미금역사거리,미금역 방면,직진,4,1.93,67.9,466,10
미금역사거리,미금역 방면,직진,5,7.28,145.2,467,10
미금역사거리,미금역 방면,직진,6,2.14,406.5,467,10
미금역사거리,미금역 방면,직진,7,62.96,890.9,467,10
미금역사거리,미금역 방면,직진,8,84.37,866.6,467,10
미금역사거리,미금역 방면,직진,9,58.46,838.5,467,10
미금역사거리,미금역 방면,직진,10,70.24,646.6,467,10
미금역사거리,미금역 방면,직진,11,62.96,573.6,467,10
미금역사거리,미금역 방면,직진,12,59.23,549.5,466,10
