교차로,접근로,이동류,시,혼잡률,평균속도,자유속도,표본
미금역사거리,정자일로 방면,좌회전,14,0.0,12.8,11.4,475
미금역사거리,정자일로 방면,좌회전,15,0.2,12.7,11.4,475
미금역사거리,정자일로 방면,좌회전,16,0.6,12.4,11.4,477
미금역사거리,정자일로 방면,좌회전,17,9.4,11.4,11.4,477
미금역사거리,정자일로 방면,좌회전,18,9.0,11.3,11.4,477
미금역사거리,정자일로 방면,좌회전,19,0.0,12.7,11.4,477
미금역사거리,정자일로 방면,좌회전,20,0.2,12.6,11.4,477
미금역사거리,정자일로 방면,좌회전,21,0.0,12.4,11.4,477
미금역사거리,정자일로 방면,좌회전,22,0.0,12.1,11.4,477
미금역사거리,정자일로 방면,좌회전,23,0.2,11.9,11.4,476
미금역사거리,정자일로 방면,직진,0,0.0,14.2,11.8,474
미금역사거리,정자일로 방면,직진,1,0.2,13.7,11.8,475
미금역사거리,정자일로 방면,직진,2,0.4,14.1,11.8,474
미금역사거리,정자일로 방면,직진,3,0.8,13.3,11.8,473
미금역사거리,정자일로 방면,직진,4,0.2,15.1,11.8,474
미금역사거리,정자일로 방면,직진,5,0.2,14.2,11.8,477
미금역사거리,정자일로 방면,직진,6,0.4,13.6,11.8,477
미금역사거리,정자일로 방면,직진,7,0.2,13.4,11.8,477
미금역사거리,정자일로 방면,직진,8,0.4,12.8,11.8,477
미금역사거리,정자일로 방면,직진,9,0.4,12.9,11.8,477
미금역사거리,정자일로 방면,직진,10,0.4,13.0,11.8,477
미금역사거리,정자일로 방면,직진,11,0.2,13.3,11.8,477
미금역사거리,정자일로 방면,직진,12,0.0,13.1,11.8,476
미금역사거리,정자일로 방면,직진,13,0.0,12.8,11.8,475
미금역사거리,정자일로 방면,직진,14,0.4,12.7,11.8,475
미금역사거리,정자일로 방면,직진,15,0.8,12.6,11.8,475
미금역사거리,정자일로 방면,직진,16,1.7,12.4,11.8,477
미금역사거리,정자일로 방면,직진,17,9.9,11.8,11.8,477
미금역사거리,정자일로 방면,직진,18,15.5,11.7,11.8,477
미금역사거리,정자일로 방면,직진,19,0.2,13.0,11.8,477
미금역사거리,정자일로 방면,직진,20,0.2,13.2,11.8,477
미금역사거리,정자일로 방면,직진,21,0.0,13.1,11.8,477
미금역사거리,정자일로 방면,직진,22,0.0,12.9,11.8,477
미금역사거리,정자일로 방면,직진,23,0.4,12.9,11.8,477
미금역사거리,청송마을 사거리 방면,우회전,0,0.2,6.5,7.0,460
미금역사거리,청송마을 사거리 방면,우회전,1,0.0,7.1,7.0,458
미금역사거리,청송마을 사거리 방면,우회전,2,0.2,7.5,7.0,428
미금역사거리,청송마을 사거리 방면,우회전,3,0.5,7.7,7.0,393
미금역사거리,청송마을 사거리 방면,우회전,4,0.0,7.4,7.0,438
미금역사거리,청송마을 사거리 방면,우회전,5,0.9,6.8,7.0,461
미금역사거리,청송마을 사거리 방면,우회전,6,1.3,6.6,7.0,464
미금역사거리,청송마을 사거리 방면,우회전,7,0.2,7.6,7.0,477
미금역사거리,청송마을 사거리 방면,우회전,8,0.2,7.4,7.0,477
미금역사거리,청송마을 사거리 방면,우회전,9,0.2,6.9,7.0,470
미금역사거리,청송마을 사거리 방면,우회전,10,1.1,6.7,7.0,472
미금역사거리,청송마을 사거리 방면,우회전,11,3.0,6.6,7.0,474
미금역사거리,청송마을 사거리 방면,우회전,12,4.5,6.4,7.0,471
미금역사거리,청송마을 사거리 방면,우회전,13,5.9,6.5,7.0,472
미금역사거리,청송마을 사거리 방면,우회전,14,5.1,6.7,7.0,474
미금역사거리,청송마을 사거리 방면,우회전,15,7.2,6.6,7.0,474
미금역사거리,청송마을 사거리 방면,우회전,16,6.1,6.7,7.0,477
미금역사거리,청송마을 사거리 방면,우회전,17,14.0,6.5,7.0,477
미금역사거리,청송마을 사거리 방면,우회전,18,22.7,6.4,7.0,475
미금역사거리,청송마을 사거리 방면,우회전,19,3.2,6.8,7.0,475
미금역사거리,청송마을 사거리 방면,우회전,20,2.5,6.8,7.0,474
미금역사거리,청송마을 사거리 방면,우회전,21,0.4,6.7,7.0,474
미금역사거리,청송마을 사거리 방면,우회전,22,0.6,6.7,7.0,470
미금역사거리,청송마을 사거리 방면,우회전,23,2.8,6.2,7.0,463
미금역사거리,청송마을 사거리 방면,좌회전,0,0.0,11.4,11.2,377
미금역사거리,청송마을 사거리 방면,좌회전,1,0.3,10.8,11.2,319
미금역사거리,청송마을 사거리 방면,좌회전,2,0.5,10.5,11.2,216
미금역사거리,청송마을 사거리 방면,좌회전,3,2.3,10.3,11.2,87
미금역사거리,청송마을 사거리 방면,좌회전,5,0.4,11.1,11.2,254
미금역사거리,청송마을 사거리 방면,좌회전,6,0.5,11.7,11.2,370
미금역사거리,청송마을 사거리 방면,좌회전,7,0.0,12.1,11.2,389
미금역사거리,청송마을 사거리 방면,좌회전,8,0.3,13.5,11.2,390
미금역사거리,청송마을 사거리 방면,좌회전,9,0.0,13.9,11.2,391
미금역사거리,청송마을 사거리 방면,좌회전,10,0.0,13.5,11.2,394
미금역사거리,청송마을 사거리 방면,좌회전,11,0.0,13.6,11.2,394
미금역사거리,청송마을 사거리 방면,좌회전,12,0.0,13.6,11.2,390
미금역사거리,청송마을 사거리 방면,좌회전,13,0.0,13.3,11.2,388
미금역사거리,청송마을 사거리 방면,좌회전,14,0.0,13.3,11.2,389
미금역사거리,청송마을 사거리 방면,좌회전,15,0.0,13.3,11.2,390
미금역사거리,청송마을 사거리 방면,좌회전,16,0.0,13.4,11.2,393
미금역사거리,청송마을 사거리 방면,좌회전,17,0.0,13.4,11.2,392
미금역사거리,청송마을 사거리 방면,좌회전,18,0.0,13.5,11.2,392
미금역사거리,청송마을 사거리 방면,좌회전,19,0.0,13.6,11.2,392
미금역사거리,청송마을 사거리 방면,좌회전,20,0.0,13.2,11.2,390
미금역사거리,청송마을 사거리 방면,좌회전,21,0.0,13.0,11.2,389
미금역사거리,청송마을 사거리 방면,좌회전,22,0.0,12.6,11.2,388
미금역사거리,청송마을 사거리 방면,좌회전,23,0.0,11.8,11.2,389
미금역사거리,청송마을 사거리 방면,직진,0,3.6,21.6,21.7,474
미금역사거리,청송마을 사거리 방면,직진,1,4.4,23.0,21.7,472
미금역사거리,청송마을 사거리 방면,직진,2,4.7,22.4,21.7,469
미금역사거리,청송마을 사거리 방면,직진,3,3.4,22.3,21.7,464
미금역사거리,청송마을 사거리 방면,직진,4,3.7,22.2,21.7,462
미금역사거리,청송마을 사거리 방면,직진,5,2.1,21.9,21.7,468
미금역사거리,청송마을 사거리 방면,직진,6,0.2,21.2,21.7,477
미금역사거리,청송마을 사거리 방면,직진,7,0.2,22.6,21.7,477
미금역사거리,청송마을 사거리 방면,직진,8,0.2,22.3,21.7,477
미금역사거리,청송마을 사거리 방면,직진,9,0.2,22.0,21.7,477
미금역사거리,청송마을 사거리 방면,직진,10,0.0,21.5,21.7,477
미금역사거리,청송마을 사거리 방면,직진,11,0.0,21.3,21.7,477
미금역사거리,청송마을 사거리 방면,직진,12,0.2,21.2,21.7,476
미금역사거리,청송마을 사거리 방면,직진,13,0.8,20.8,21.7,475
미금역사거리,청송마을 사거리 방면,직진,14,0.6,20.5,21.7,475
미금역사거리,청송마을 사거리 방면,직진,15,1.7,20.4,21.7,475
미금역사거리,청송마을 사거리 방면,직진,16,3.6,20.0,21.7,477
미금역사거리,청송마을 사거리 방면,직진,17,11.9,19.0,21.7,477
미금역사거리,청송마을 사거리 방면,직진,18,25.4,17.8,21.7,477
미금역사거리,청송마을 사거리 방면,직진,19,4.4,19.4,21.7,477
미금역사거리,청송마을 사거리 방면,직진,20,0.4,20.4,21.7,477
미금역사거리,청송마을 사거리 방면,직진,21,0.4,21.1,21.7,477
미금역사거리,청송마을 사거리 방면,직진,22,0.2,21.7,21.7,477
미금역사거리,청송마을 사거리 방면,직진,23,0.2,21.7,21.7,476
오리삼거리,농수산물센터 방면,우회전,0,0.5,13.2,13.9,437
오리삼거리,농수산물센터 방면,우회전,1,0.0,13.9,13.9,419
오리삼거리,농수산물센터 방면,우회전,2,0.0,14.5,13.9,386
오리삼거리,농수산물센터 방면,우회전,3,0.0,15.0,13.9,310
오리삼거리,농수산물센터 방면,우회전,4,0.0,13.7,13.9,391
오리삼거리,농수산물센터 방면,우회전,5,0.2,12.5,13.9,428
오리삼거리,농수산물센터 방면,우회전,6,0.0,14.5,13.9,449
오리삼거리,농수산물센터 방면,우회전,7,0.0,13.3,13.9,470
오리삼거리,농수산물센터 방면,우회전,8,0.0,13.1,13.9,471
오리삼거리,농수산물센터 방면,우회전,9,0.0,13.3,13.9,471
오리삼거리,농수산물센터 방면,우회전,10,0.0,13.2,13.9,471
오리삼거리,농수산물센터 방면,우회전,11,0.0,13.0,13.9,472
오리삼거리,농수산물센터 방면,우회전,12,0.0,12.6,13.9,471
오리삼거리,농수산물센터 방면,우회전,13,0.0,12.7,13.9,469
오리삼거리,농수산물센터 방면,우회전,14,0.0,12.8,13.9,471
오리삼거리,농수산물센터 방면,우회전,15,0.2,12.9,13.9,471
오리삼거리,농수산물센터 방면,우회전,16,0.0,13.6,13.9,473
오리삼거리,농수산물센터 방면,우회전,17,0.0,13.2,13.9,472
오리삼거리,농수산물센터 방면,우회전,18,0.4,13.0,13.9,469
오리삼거리,농수산물센터 방면,우회전,19,0.0,13.2,13.9,468
오리삼거리,농수산물센터 방면,우회전,20,0.0,13.3,13.9,463
오리삼거리,농수산물센터 방면,우회전,21,0.2,13.8,13.9,461
오리삼거리,농수산물센터 방면,우회전,22,0.2,14.2,13.9,458
오리삼거리,농수산물센터 방면,우회전,23,0.0,13.5,13.9,449
오리삼거리,농수산물센터 방면,직진,0,0.4,24.3,25.3,460
오리삼거리,농수산물센터 방면,직진,1,1.1,24.5,25.3,453
오리삼거리,농수산물센터 방면,직진,2,1.1,24.4,25.3,452
오리삼거리,농수산물센터 방면,직진,3,0.9,26.3,25.3,451
오리삼거리,농수산물센터 방면,직진,4,0.4,25.2,25.3,455
오리삼거리,농수산물센터 방면,직진,5,0.9,25.0,25.3,459
오리삼거리,농수산물센터 방면,직진,6,0.0,29.9,25.3,468
오리삼거리,농수산물센터 방면,직진,7,3.0,24.5,25.3,472
오리삼거리,농수산물센터 방면,직진,8,3.6,24.8,25.3,472
오리삼거리,농수산물센터 방면,직진,9,0.2,26.0,25.3,472
오리삼거리,농수산물센터 방면,직진,10,0.2,26.5,25.3,471
오리삼거리,농수산물센터 방면,직진,11,0.0,27.4,25.3,472
오리삼거리,농수산물센터 방면,직진,12,0.2,27.2,25.3,471
오리삼거리,농수산물센터 방면,직진,13,0.2,27.1,25.3,470
오리삼거리,농수산물센터 방면,직진,14,0.2,27.2,25.3,471
오리삼거리,농수산물센터 방면,직진,15,0.4,27.2,25.3,471
오리삼거리,농수산물센터 방면,직진,16,0.0,27.6,25.3,473
오리삼거리,농수산물센터 방면,직진,17,0.0,27.3,25.3,472
오리삼거리,농수산물센터 방면,직진,18,0.0,27.1,25.3,472
오리삼거리,농수산물센터 방면,직진,19,0.0,27.7,25.3,471
오리삼거리,농수산물센터 방면,직진,20,0.0,27.9,25.3,472
오리삼거리,농수산물센터 방면,직진,21,0.0,28.0,25.3,471
오리삼거리,농수산물센터 방면,직진,22,0.0,29.0,25.3,472
오리삼거리,농수산물센터 방면,직진,23,0.2,28.8,25.3,470
오리삼거리,오리교1사거리 방면,우회전,0,1.2,10.6,11.0,430
오리삼거리,오리교1사거리 방면,우회전,1,0.5,10.9,11.0,424
오리삼거리,오리교1사거리 방면,우회전,2,0.2,11.4,11.0,417
오리삼거리,오리교1사거리 방면,우회전,3,0.0,12.3,11.0,409
오리삼거리,오리교1사거리 방면,우회전,4,0.2,11.7,11.0,422
오리삼거리,오리교1사거리 방면,우회전,5,0.4,10.4,11.0,447
오리삼거리,오리교1사거리 방면,우회전,6,2.2,9.8,11.0,457
오리삼거리,오리교1사거리 방면,우회전,7,2.2,9.5,11.0,457
오리삼거리,오리교1사거리 방면,우회전,8,2.6,9.3,11.0,453
오리삼거리,오리교1사거리 방면,우회전,9,6.5,8.9,11.0,464
오리삼거리,오리교1사거리 방면,우회전,10,7.9,8.8,11.0,467
오리삼거리,오리교1사거리 방면,우회전,11,6.0,8.8,11.0,467
오리삼거리,오리교1사거리 방면,우회전,12,7.1,8.8,11.0,466
오리삼거리,오리교1사거리 방면,우회전,13,6.2,8.8,11.0,467
오리삼거리,오리교1사거리 방면,우회전,14,6.0,8.8,11.0,467
오리삼거리,오리교1사거리 방면,우회전,15,9.0,8.7,11.0,466
오리삼거리,오리교1사거리 방면,우회전,16,7.3,8.9,11.0,468
오리삼거리,오리교1사거리 방면,우회전,17,20.9,8.3,11.0,468
오리삼거리,오리교1사거리 방면,우회전,18,29.6,8.2,11.0,467
오리삼거리,오리교1사거리 방면,우회전,19,16.4,8.6,11.0,463
오리삼거리,오리교1사거리 방면,우회전,20,16.1,8.7,11.0,454
오리삼거리,오리교1사거리 방면,우회전,21,8.6,9.0,11.0,456
오리삼거리,오리교1사거리 방면,우회전,22,6.2,9.5,11.0,452
오리삼거리,오리교1사거리 방면,우회전,23,0.4,10.3,11.0,449
오리삼거리,오리교1사거리 방면,좌회전,0,0.2,10.5,10.4,464
오리삼거리,오리교1사거리 방면,좌회전,1,0.0,10.1,10.4,453
오리삼거리,오리교1사거리 방면,좌회전,2,0.0,9.9,10.4,396
오리삼거리,오리교1사거리 방면,좌회전,3,0.0,10.2,10.4,380
오리삼거리,오리교1사거리 방면,좌회전,4,0.2,11.0,10.4,420
오리삼거리,오리교1사거리 방면,좌회전,5,0.2,12.3,10.4,457
오리삼거리,오리교1사거리 방면,좌회전,6,0.2,11.7,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,7,0.2,11.6,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,8,0.2,11.4,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,9,0.2,11.2,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,10,0.0,11.3,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,11,0.0,11.3,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,12,0.0,11.4,10.4,466
오리삼거리,오리교1사거리 방면,좌회전,13,0.0,11.3,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,14,0.0,11.3,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,15,0.4,11.1,10.4,466
오리삼거리,오리교1사거리 방면,좌회전,16,0.9,10.8,10.4,468
오리삼거리,오리교1사거리 방면,좌회전,17,2.6,10.3,10.4,468
오리삼거리,오리교1사거리 방면,좌회전,18,9.4,9.1,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,19,0.4,10.4,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,20,0.0,10.7,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,21,0.0,10.7,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,22,0.0,10.7,10.4,467
오리삼거리,오리교1사거리 방면,좌회전,23,0.2,10.5,10.4,467
오리삼거리,오리역 방면,좌회전,0,10.7,12.2,14.3,103
오리삼거리,오리역 방면,좌회전,4,8.0,12.4,14.3,264
오리삼거리,오리역 방면,좌회전,5,5.4,13.7,14.3,371
오리삼거리,오리역 방면,좌회전,6,3.5,13.7,14.3,368
오리삼거리,오리역 방면,좌회전,7,1.3,13.8,14.3,391
오리삼거리,오리역 방면,좌회전,8,1.3,14.0,14.3,391
오리삼거리,오리역 방면,좌회전,9,1.0,14.3,14.3,382
오리삼거리,오리역 방면,좌회전,10,0.3,14.7,14.3,385
오리삼거리,오리역 방면,좌회전,11,0.0,15.1,14.3,388
오리삼거리,오리역 방면,좌회전,12,0.3,15.1,14.3,391
오리삼거리,오리역 방면,좌회전,13,0.0,15.1,14.3,395
오리삼거리,오리역 방면,좌회전,14,0.0,15.3,14.3,396
오리삼거리,오리역 방면,좌회전,15,0.3,15.1,14.3,391
오리삼거리,오리역 방면,좌회전,16,0.8,14.7,14.3,385
오리삼거리,오리역 방면,좌회전,17,1.3,14.4,14.3,390
오리삼거리,오리역 방면,좌회전,18,2.3,14.0,14.3,389
오리삼거리,오리역 방면,좌회전,19,1.3,14.0,14.3,391
오리삼거리,오리역 방면,좌회전,20,1.8,14.0,14.3,383
오리삼거리,오리역 방면,좌회전,21,1.6,14.0,14.3,374
오리삼거리,오리역 방면,좌회전,22,3.2,14.0,14.3,371
오리삼거리,오리역 방면,좌회전,23,8.1,12.4,14.3,296
오리삼거리,오리역 방면,직진,0,0.7,22.6,22.1,455
오리삼거리,오리역 방면,직진,1,0.4,23.5,22.1,454
오리삼거리,오리역 방면,직진,2,0.2,23.9,22.1,452
오리삼거리,오리역 방면,직진,3,0.7,24.0,22.1,449
오리삼거리,오리역 방면,직진,4,0.4,24.3,22.1,450
오리삼거리,오리역 방면,직진,5,0.7,23.6,22.1,455
오리삼거리,오리역 방면,직진,6,3.7,21.5,22.1,454
오리삼거리,오리역 방면,직진,7,6.2,20.6,22.1,452
오리삼거리,오리역 방면,직진,8,10.4,19.9,22.1,452
오리삼거리,오리역 방면,직진,9,11.9,20.1,22.1,453
오리삼거리,오리역 방면,직진,10,14.3,19.6,22.1,453
오리삼거리,오리역 방면,직진,11,18.5,19.2,22.1,455
오리삼거리,오리역 방면,직진,12,20.3,18.8,22.1,454
오리삼거리,오리역 방면,직진,13,21.6,18.5,22.1,454
오리삼거리,오리역 방면,직진,14,26.2,17.9,22.1,454
오리삼거리,오리역 방면,직진,15,38.8,17.0,22.1,454
오리삼거리,오리역 방면,직진,16,39.9,16.7,22.1,456
오리삼거리,오리역 방면,직진,17,68.4,14.5,22.1,455
오리삼거리,오리역 방면,직진,18,87.3,11.2,22.1,456
오리삼거리,오리역 방면,직진,19,47.9,16.0,22.1,455
오리삼거리,오리역 방면,직진,20,21.3,18.2,22.1,456
오리삼거리,오리역 방면,직진,21,20.8,18.7,22.1,456
오리삼거리,오리역 방면,직진,22,16.5,19.4,22.1,455
오리삼거리,오리역 방면,직진,23,4.6,20.7,22.1,455
